strain	previous_names	isotype
NIC509	NAP C6.1	NIC174
NIC510	NAP C7.1	NIC174
NIC518	WAN4/5b	NIC518
NIC519	WAN7/6.1a	NIC519
NIC532	GUA 7/7.1b	NIC532
NIC541	571b	NIC541
NIC549	574.2	NIC549
NIC552	576	NIC552
NIC553	578b1	NIC541
NIC554	578b2	NIC541
NIC555	580a	NIC555
NIC556	580b	NIC555
NIC557	580c	NIC555
NIC558	580d	NIC555
NIC561	596a	NIC561
NIC574	608c2	NIC574
NIC576	609a2	NIC578
NIC578	610	NIC578
NIC582	617b1	NIC583
NIC583	617b2	NIC583
NIC590	621.1	NIC590
NIC593	624	NIC593
NIC596	626a	NIC578
NIC597	626b	NIC578
NIC599	635	NIC578
NIC6	5.3	NIC174
NIC60	I4.1	NIC60
NIC61	I5.1	NIC61
NIC62	I6.1	NIC62
NIC63	I7.1	NIC61
NIC64	I8.1	NIC60
NIC65	H3F1	NIC67
NIC66	H3F1.2	NIC67
NIC67	H3F2	NIC67
NIC68	H3F3	NIC67
NIC69	H3F3.3	NIC67
NIC70	H3F3.4	NIC67
NIC71	H3F4	NIC67
NIC72	H3F4.1	NIC67
NIC73	H3F4.2	NIC67
NIC74	H3F4.3	NIC67
NIC745	637	NIC583
NIC75	H3F4.5	NIC67
NIC755	655.1	NA
NIC757	656	NA
NIC758	657	NIC758
NIC76	H3F5	NIC67
NIC77	H3F5.1d	NIC67
NIC776	678b	NIC593
NIC777	582	NIC777
NIC778	711.2	NIC828
NIC779	829b	NIC779
NIC78	H3F5.2a	NIC67
NIC79	H3F5.3	NIC67
NIC790	679	NIC790
NIC791	680a	NIC791
NIC792	680b	NIC792
NIC793	681	NIC793
NIC795	682b	NIC795
NIC796	682c	NIC796
NIC80	H3F5.4	NIC67
NIC802	689	NIC802
NIC803	692a	NIC803
NIC804	692b	BRC20543
NIC805	692c	NIC805
NIC806	692d	NIC805
NIC807	693a	BRC20543
NIC808	20210803	NIC815
NIC809	20210803	NIC815
NIC81	20210803	NIC67
NIC810	20210803	BRC20543
NIC811	20210803	NIC811
NIC812	20210803	NIC815
NIC813	20210803	NIC815
NIC814	696b	NIC814
NIC815	698	NIC815
NIC816	700a	NIC816
NIC817	700b	NIC816
NIC818	700c	NIC816
NIC819	701a	NIC819
NIC820	702a	NIC815
NIC821	706a	NIC821
NIC822	846a2	NIC822
NIC824	712	NIC824
NIC825	713.1	NIC825
NIC826	713.2	BRC20390
NIC827	722b	NIC827
NIC828	724	NIC828
NIC829	733	NIC821
NIC83	H3F8	NIC67
NIC839	785a2	NIC815
NIC84	H3F9	NIC67
NIC850	802f	NIC815
NIC86	H3litter1	NIC67
NIC863	830a	NIC863
NIC864	832a	NIC864
NIC865	833	NIC865
NIC87	H3inv1	NIC67
NIC871	843a	NIC871
NIC876	847a	BRC20390
NIC877	847b	BRC20390
NIC879	699	BRC20238
NIC88	H3inv4	NIC67
NIC883	804	NIC883
NIC884	711.1	BRC20390
NIC888	849	NIC883
NIC889	695a	NIC889
NIC89	H6F1	NIC67
NIC890	697b	NIC815
NIC893	4b	NIC893
NIC896	14c	NIC897
NIC897	14d	NIC897
NIC899	J14	NIC899
NIC900	9.1	NIC901
NIC901	9.12	NIC901
NIC902	9.3	NIC901
NIC906	72	NIC561
NIC911	M18 (18)	NIC911
NIC914	915	NIC67
NIC919	909	NIC67
NIC93	H6F2.1	NIC67
NIC95	H6F2.4	NIC67
NIC96	H6F2.5	NIC96
NIC97	H6F3	NIC67
NIC973	10a(10a1)	NIC67
NIC974	16c	NIC67
NIC979	20a	NIC67
NIC98	H6F4	NIC67
NIC981	20c1	NIC67
NIC982	20c2	NIC67
NIC984	34b	NIC984
NIC985	35a	NIC985
NIC998	977c	NIC67
PB420	C. briggsae Gujarat	AF16
PB800	PB800 CGC	NA
PB826	NA	PB857
PB857	NA	PB857
PB858	NA	PB857
PB859	NA	PB857
PE887	NA	PE887
QG1002	NA	QG2665
QG1005	NA	QG1005
QG1007	NA	QG1007
QG106	NA	NIC174
QG107	NA	NIC174
QG108	NA	NIC174
QG109	NA	NIC174
QG110	NA	NIC174
QG1100	NA	QG1126
QG1101	NA	QG1126
QG1102	NA	QG1126
QG1103	NA	QG1126
QG1104	NA	QG1126
QG1105	NA	QG1126
QG1106	NA	QG1126
QG1107	NA	QG1126
QG1108	NA	QG1126
QG1109	NA	QG1126
QG111	NA	NIC174
QG1111	NA	QG1111
QG1113	NA	QG1126
QG1114	NA	QG1126
QG112	NA	NIC174
QG1120	NA	QG1126
QG1124	NA	QG1126
QG1125	NA	QG888
QG1126	NA	QG1126
QG1127	NA	QG2969
QG1128	NA	QG1126
QG1129	NA	QG1126
QG113	NA	NIC174
QG1130	NA	QG1126
QG1131	NA	QG1126
QG1132	NA	QG2665
QG1134	NA	QG2665
QG1139	NA	QG2665
QG114	NA	NIC174
QG1141	NA	QG1141
QG1142	NA	QG2665
QG1143	NA	QG1141
QG1144	NA	QG2665
QG1145	NA	QG2665
QG1146	NA	QG2665
QG1148	NA	QG2665
QG1149	NA	QG2665
QG115	NA	NIC174
QG1150	NA	QG2665
QG1151	NA	QG2665
QG1152	NA	QG2665
QG1153	NA	QG2665
QG1154	NA	QG2665
QG1155	NA	QG1155
QG1156	NA	QG2665
QG116	NA	NIC174
QG117	NA	NIC174
QG118	NA	NIC174
QG119	NA	NIC174
QG120	NA	NIC174
QG121	NA	NIC174
QG128	NA	QG130
QG129	NA	QG130
QG130	NA	QG130
QG132	NA	QG132
QG133	NA	QG133
QG2615	NA	QG2665
QG2616	NA	QG2665
QG2617	NA	QG2665
QG2618	NA	QG2665
QG2621	NA	QG2648
QG2622	NA	QG2648
QG2623	NA	QG2665
QG2624	NA	QG2665
QG2630	NA	QG2665
QG2631	NA	QG2665
QG2639	NA	QG2736
QG2640	NA	QG2659
QG2641	NA	QG2641
QG2647	NA	QG2665
QG2648	NA	QG2648
QG2649	NA	QG2663
QG2657	NA	QG2683
QG2658	NA	QG2663
QG2659	NA	QG2659
QG2660	NA	QG2663
QG2663	NA	QG2663
QG2664	NA	QG2663
QG2665	NA	QG2665
QG2666	NA	QG2665
QG2667	NA	QG2648
QG2668	NA	QG2663
QG2669	NA	QG2648
QG2671	NA	QG739
QG2673	NA	QG2663
QG2674	NA	QG2683
QG2677	NA	QG2648
QG2678	NA	QG2648
QG2682	NA	QG2663
QG2683	NA	QG2683
QG2684	NA	QG784
QG2685	NA	QG784
QG2686	NA	QG2663
QG2689	NA	QG2665
QG2690	NA	QG2665
QG2691	NA	QG2648
QG2692	NA	QG2665
QG2693	NA	QG739
QG2694	NA	QG2663
QG2695	NA	QG2663
QG2714	NA	QG2736
QG2717	NA	QG865
QG2718	NA	QG865
QG2728	NA	QG2736
QG2729	NA	QG2736
QG2730	NA	QG2736
QG2731	NA	QG2736
QG2734	NA	QG2736
QG2735	NA	QG2736
QG2736	NA	QG2736
QG2737	NA	QG888
QG2738	NA	QG888
QG2739	NA	QG888
QG2740	NA	QG888
QG2741	NA	QG888
QG2742	NA	QG888
QG2752	NA	QG2665
QG2777	NA	QG2736
QG2778	NA	QG865
QG2779	NA	QG865
QG2780	NA	QG865
QG2781	NA	QG865
QG2782	NA	QG1126
QG2784	NA	QG2736
QG2814	NA	QG2814
QG2815	NA	QG2814
QG2819	NA	QG2820
QG2820	NA	QG2820
QG2848	NA	QG2848
QG2849	NA	QG2849
QG2880	NA	QG2880
QG2881	NA	QG2881
QG2882	NA	QG2883
QG2883	NA	QG2883
QG2884	NA	QG2884
QG2885	NA	QG2884
QG2886	NA	QG2892
QG2887	NA	QG2892
QG2888	NA	QG2892
QG2889	NA	QG2892
QG2890	NA	QG2891
QG2891	NA	QG2891
QG2892	NA	QG2892
QG2893	NA	QG2893
QG2894	NA	QG2892
QG2895	NA	QG2895
QG2900	NA	QG2892
QG2901	NA	QG2892
QG2902	NA	QG2902
QG2903	NA	QG2903
QG2906	NA	QG2906
QG2907	NA	NA
QG2908	NA	QG2908
QG2909	NA	QG2902
QG2910	NA	QG2910
QG2919	NA	QG2919
QG2920	NA	QG2919
QG2921	NA	QG2906
QG2922	NA	QG2906
QG2923	NA	QG2923
QG2924	NA	QG2923
QG2925	NA	QG2925
QG2926	NA	QG2925
QG2963	NA	QG2964
QG2964	NA	QG2964
QG2966	NA	QG2966
QG2967	NA	QG1126
QG2968	NA	QG1126
QG2969	NA	QG2969
QG2970	NA	QG2969
QG2971	NA	QG2969
QG2972	NA	QG2972
QG2996	NA	QG2996
QG2998	NA	NA
QG3002	NA	QG1126
QG3003	NA	QG1126
QG3004	NA	QG3004
QG3005	NA	NA
QG3006	NA	QG3006
QG3012	NA	QG1126
QG3014	NA	QG3019
QG3015	NA	QG2648
QG3016	NA	QG3034
QG3017	NA	QG3034
QG3018	NA	QG3058
QG3019	NA	QG3019
QG3025	NA	QG3025
QG3026	NA	QG3025
QG3030	NA	QG3030
QG3031	NA	QG3030
QG3032	NA	QG3032
QG3033	NA	QG2648
QG3034	NA	QG3034
QG3039	NA	QG2648
QG3041	NA	QG3041
QG3043	NA	QG1126
QG3044	NA	QG1126
QG3045	NA	QG1126
QG3046	NA	QG1126
QG3053	NA	QG3053
QG3056	NA	QG3056
QG3057	NA	QG3057
QG3058	NA	QG3058
QG3527	NA	QG3527
QG3661	NA	QG3661
QG3783	NA	QG3783
QG3784	NA	QG3837
QG3787	NA	QG3837
QG3794	NA	QG3851
QG3796	NA	QG3823
QG3798	NA	QG3823
QG3801	NA	QG3801
QG3804	NA	QG3875
QG3810	NA	QG3878
QG3813	NA	QG3878
QG3815	NA	QG3815
QG3816	NA	QG3816
QG3819	NA	QG3878
QG3820	NA	QG3823
QG3822	NA	QG3823
QG3823	NA	QG3823
QG3825	NA	QG3825
QG3826	NA	QG3826
QG3827	NA	QG3867
QG3832	NA	QG3867
QG3837	NA	QG3837
QG3840	NA	QG3878
QG3841	NA	QG3878
QG3842	NA	QG3851
QG3851	NA	QG3851
QG3858	NA	QG3783
QG3861	NA	QG3861
QG3864	NA	QG3878
QG3866	NA	QG3875
QG3867	NA	QG3867
QG3874	NA	QG3874
QG3875	NA	QG3875
QG3876	NA	QG3876
QG3878	NA	QG3878
QG3879	NA	QG3878
QG3920	NA	QG3920
QG3921	NA	QG3921
QG3922	NA	QG3923
QG3923	NA	QG3923
QG3924	NA	QG3924
QG3925	NA	QG3925
QG3926	NA	QG3926
QG3927	NA	QG3927
QG3928	NA	QG3926
QG3929	NA	QG3931
QG3930	NA	QG3931
QG3931	NA	QG3931
QG3932	NA	QG3932
QG3933	NA	QG3933
QG4026	S-5250.1	QG4026
QG4027	S-5250.2	QG4028
QG4028	S-5250.3	QG4028
QG4029	S-5250.4	QG4028
QG4030	S-5250.5	QG4031
QG4031	S-5250.6	QG4031
QG4058	S-5341.3	QG4225
QG4059	S-5344.1	QG4063
QG4061	S-5344.3	QG4063
QG4062	S-5344.4	QG4063
QG4063	S-5344.5	QG4063
QG4064	S-5345.1	QG4064
QG4065	S-5345.2	QG4068
QG4066	5345.3	QG4064
QG4067	S-5345.4	QG4067
QG4068	S-5345.5	QG4068
QG4069	S-5345.6	QG4068
QG4070	S-5346.1	QG4070
QG4071	S-5346.2	QG4070
QG4072	S-5346.3	QG4070
QG4073	S-5346.4	QG4070
QG4074	S-5346.5	QG4070
QG4075	S-5346.6	QG4070
QG4093	S-5415.1	QG4093
QG4094	S-5415.2	QG4094
QG4095	S-5415.3	QG4095
QG4096	S-5420.1	QG4096
QG4097	S-5420.2	QG4097
QG4098	5420.3	QG4096
QG4099	5420.4	QG4097
QG4100	S-5420.5	QG4097
QG4101	5420.6	QG4096
QG4104	S-5421.3	QG4104
QG4112	5425.1	QG4114
QG4113	5425.2	QG4097
QG4114	S-5425.3	QG4114
QG4115	S-5425.4	QG4114
QG4116	S-5425.5	QG4114
QG4117	S-5425.6	QG4114
QG4118	5432.1	ECA2647
QG4119	S-5432.2	ECA2647
QG4120	5432.3	ECA2647
QG4121	5432.4	ECA2647
QG4122	5432.5	ECA2647
QG4123	S-5432.6	ECA2647
QG4128	S-5439.1	QG4131
QG4129	S-5439.2	QG4131
QG4130	S-5439.3	QG4131
QG4131	S-5439.4	QG4131
QG4132	S-5439.5	QG4132
QG4133	S-5439.6	QG4131
QG4206	S-5609.1	QG4208
QG4207	S-5609.2	QG4208
QG4208	S-5609.3	QG4208
QG4209	S-5609.4	QG4095
QG4210	S-5609.5	QG4208
QG4211	S-5609.6	QG4095
QG4212	S-5612.1	QG4097
QG4213	S-5612.2	QG4097
QG4214	S-5615.4	QG4214
QG4225	S-5437.2a	QG4225
QG4231	S-5437.2b	QG4225
QG4232	S-5415.5	QG4232
QG4233	S-5415.6	QG4233
QG547	NA	QG547
QG550	NA	QG550
QG570	NA	QG581
QG571	NA	QG581
QG572	NA	QG581
QG573	NA	QG581
QG574	NA	QG581
QG575	NA	QG581
QG576	NA	QG581
QG577	NA	QG581
QG578	NA	QG581
QG579	NA	QG581
QG580	NA	NIC60
QG581	NA	QG581
QG584	NA	QG588
QG585	NA	QG588
QG586	NA	QG588
QG587	NA	QG588
QG588	NA	QG588
QG589	NA	QG588
QG700	NA	QG700
QG723	NA	QG2665
QG724	NA	QG2665
QG725	NA	QG784
QG726	NA	QG868
QG727	NA	QG727
QG728	NA	QG825
QG730	NA	QG2648
QG731	NA	QG865
QG733	NA	QG733
QG734	NA	QG864
QG735	NA	QG865
QG736	NA	QG736
QG737	NA	QG737
QG738	NA	QG809
QG739	NA	QG739
QG740	NA	QG875
QG741	NA	QG3058
QG742	NA	QG3058
QG743	NA	QG3058
QG744	NA	QG1126
QG745	NA	QG1126
QG746	NA	QG1126
QG747	NA	QG763
QG748	NA	QG763
QG749	NA	QG763
QG750	NA	QG763
QG752	NA	QG3058
QG753	NA	QG763
QG754	NA	QG763
QG755	NA	QG763
QG756	NA	QG2648
QG757	NA	QG937
QG758	NA	QG763
QG759	NA	QG763
QG760	NA	QG761
QG761	NA	QG761
QG762	NA	QG763
QG763	NA	QG763
QG764	NA	QG2648
QG765	NA	QG3058
QG766	NA	QG763
QG767	NA	QG3058
QG769	NA	QG763
QG770	NA	QG858
QG771	NA	QG3058
QG773	NA	QG3058
QG774	NA	QG2665
QG775	NA	QG2665
QG776	NA	QG776
QG777	NA	QG784
QG778	NA	QG791
QG779	NA	QG791
QG780	NA	QG991
QG781	NA	QG781
QG782	NA	QG784
QG783	NA	QG791
QG784	NA	QG784
QG785	NA	QG791
QG786	NA	QG786
QG787	NA	QG980
QG788	NA	QG788
QG789	NA	NA
QG790	NA	QG790
QG791	NA	QG791
QG792	NA	QG786
QG793	NA	QG781
QG794	NA	QG795
QG795	NA	QG795
QG796	NA	QG978
QG797	NA	QG797
QG798	NA	QG865
QG799	NA	QG978
QG802	NA	QG802
QG803	NA	QG978
QG804	NA	QG804
QG805	NA	QG978
QG806	NA	QG806
QG807	NA	QG807
QG808	NA	QG808
QG809	NA	QG809
QG810	NA	QG784
QG811	NA	QG978
QG812	NA	QG788
QG813	NA	QG781
QG814	NA	QG865
QG815	NA	QG978
QG816	NA	QG791
QG819	NA	QG978
QG822	NA	QG2665
QG824	NA	QG825
QG825	NA	QG825
QG826	NA	QG874
QG827	NA	QG827
QG828	NA	QG828
QG829	NA	QG3058
QG830	NA	QG825
QG831	NA	QG727
QG832	NA	QG784
QG833	NA	QG833
QG854	NA	QG1126
QG855	NA	QG855
QG856	NA	QG856
QG857	NA	QG865
QG858	NA	QG858
QG859	NA	QG858
QG860	NA	QG860
QG861	NA	QG727
QG864	NA	QG864
QG865	NA	QG865
QG866	NA	QG866
QG867	NA	QG878
QG868	NA	QG868
QG869	NA	QG866
QG870	NA	QG739
QG872	NA	QG739
QG873	NA	QG737
QG874	NA	QG874
QG875	NA	QG875
QG876	NA	QG1126
QG877	NA	QG727
QG878	NA	QG878
QG879	NA	QG879
QG880	NA	QG880
QG881	NA	QG881
QG882	NA	QG888
QG883	NA	QG888
QG884	NA	QG888
QG885	NA	QG887
QG886	NA	QG887
QG887	NA	QG887
QG888	NA	QG888
QG889	NA	QG888
QG890	NA	QG888
QG923	NA	QG1111
QG924	NA	QG998
QG925	NA	QG998
QG926	NA	QG926
QG927	NA	QG927
QG928	NA	QG1005
QG930	NA	QG1126
QG931	NA	QG998
QG932	NA	QG1126
QG933	NA	QG933
QG934	NA	QG784
QG936	NA	QG937
QG937	NA	QG937
QG938	NA	QG1111
QG939	NA	QG998
QG941	NA	QG888
QG944	NA	QG888
QG945	NA	QG945
QG946	NA	QG946
QG947	NA	QG947
QG948	NA	QG948
QG949	NA	QG986
QG950	NA	QG986
QG951	NA	QG986
QG952	NA	QG952
QG973	NA	QG978
QG974	NA	NA
QG977	NA	QG1126
QG978	NA	QG978
QG979	NA	QG784
QG980	NA	QG980
QG982	NA	QG887
QG983	NA	QG887
QG985	NA	QG888
QG986	NA	QG986
QG988	NA	QG1126
QG991	NA	QG991
QG992	NA	QG991
QG993	NA	QG2665
QG994	NA	QG994
QG995	NA	QG995
QG996	NA	QG986
QG997	NA	QG997
QG998	NA	QG998
QR24	NA	QR25
QR25	NA	QR25
QX1410	NA	QX1410
QX1414	NA	PB857
QX1545	NA	PB857
QX1547	NA	QX1547
QX1795	NA	QX1795
QX1796	NA	QX1796
QX1797	NA	ECA1383
QX1798	NA	QX1798
QX1800	NA	QX1800
QX1801	NA	QX1801
QX1802	NA	QX1802
QX1803	NA	QX1803
QX1804	NA	QX1804
TT3407	M19.1	NA
TT3408	M22.2	NA
TT3411	M20.1	NA
TWN1772	NA	TWN1772
TWN1824	NA	TWN1824
TWN1899	NA	TWN1899
TWN1907	NA	TWN1907
TWN2919	NA	TWN2919
TWN3077	NA	TWN3077
UH1	NA	UH1
VSL2201	C1.1	NA
VSL2207	C16.1	NA
VSL2208	C21.1	NA
VSL2209	C22.1	NA
VSL2210	C23.1	NA
VSL2211	C24.1	NA
VSL2212	C27.1	NA
VSL2213	C28.2	NA
VSL2215	C31.2	NA
VSL2216	C32.1	NA
VSL2217	C33.1	NA
VSL2219	C36.1	NA
VT847	NA	VT847
VX0033	NA	NA
VX0034	NA	VX0034
XZ1204	NA	XZ1204
XZ1205	NA	XZ1205
XZ1206	NA	XZ1206
XZ1207	NA	XZ1207
XZ1208	NA	EG6276
XZ1209	NA	EG6276
XZ1210	NA	XZ1210
XZ1211	NA	XZ1204
XZ1212	NA	XZ1212
XZ1213	NA	XZ1213
XZ1512	NA	NA
XZ1731	NA	XZ1731
XZ1732	NA	XZ1732
XZ1733	NA	XZ1732
YR88	NA	EG6268
ZZY405	NA	ZZY405
ED3035	NA	ED3037
